12345	18.2.1	0.5	10.00	0.1	3.00
12345	18.2.2	0.5	10.00	0.1	3.00
12345	18.2.3	0.5	10.00	0.1	3.00
12345	18.2.4	0.5	10.00	0.1	3.00
12345	18.2.5	0.5	10.00	0.1	3.00
12345	18.2.6	0.5	10.00	0.1	3.00
12345	18.2.7	0.5	10.00	0.1	3.00
12345	18.2.8	0.5	10.00	0.1	3.00
12345	18.2.9	0.5	10.00	0.1	3.00
12345	18.2.10	0.5	10.00	0.1	3.00
12345	18.2.11	0.5	10.00	0.1	3.00
12345	18.2.12	0.5	10.00	0.1	3.00
12345	18.2.13	0.5	10.00	0.1	3.00
12345	18.2.14	0.5	10.00	0.1	3.00
12345	18.2.15	0.5	10.00	0.1	3.00
12345	18.2.16	0.5	10.00	0.1	3.00
12345	18.2.17	0.5	10.00	0.1	3.00
12345	18.2.18	0.5	10.00	0.1	3.00
12345	18.2.19	0.5	10.00	0.1	3.00
12345	18.2.20	0.5	10.00	0.1	3.00
12345	18.2.21	0.5	10.00	0.1	3.00
12345	18.2.22	0.5	10.00	0.1	3.00
12345	18.2.23	0.5	10.00	0.1	3.00
12345	18.2.24	0.5	10.00	0.1	3.00
12345	18.2.25	0.5	10.00	0.1	3.00
12345	18.2.26	0.5	10.00	0.1	3.00
12345	18.2.27	0.5	10.00	0.1	3.00
12345	18.2.28	0.5	10.00	0.1	3.00
*
12345	18.3.1	0.5	10.00	0.1	3.00
12345	18.3.2	0.5	10.00	0.1	3.00
12345	18.3.3	0.5	10.00	0.1	3.00
12345	18.3.4	0.5	10.00	0.1	3.00
12345	18.3.5	0.5	10.00	0.1	3.00
12345	18.3.6	0.5	10.00	0.1	3.00
12345	18.3.7	0.5	10.00	0.1	3.00
12345	18.3.8	0.5	10.00	0.1	3.00
12345	18.3.9	0.5	10.00	0.1	3.00
12345	18.3.10	0.5	10.00	0.1	3.00
12345	18.3.11	0.5	10.00	0.1	3.00
12345	18.3.12	0.5	10.00	0.1	3.00
12345	18.3.13	0.5	10.00	0.1	3.00
12345	18.3.14	0.5	10.00	0.1	3.00
12345	18.3.15	0.5	10.00	0.1	3.00
12345	18.3.16	0.5	10.00	0.1	3.00
12345	18.3.17	0.5	10.00	0.1	3.00
12345	18.3.18	0.5	10.00	0.1	3.00
12345	18.3.19	0.5	10.00	0.1	3.00
12345	18.3.20	0.5	10.00	0.1	3.00
12345	18.3.21	0.5	10.00	0.1	3.00
12345	18.3.22	0.5	10.00	0.1	3.00
12345	18.3.23	0.5	10.00	0.1	3.00
12345	18.3.24	0.5	10.00	0.1	3.00
12345	18.3.25	0.5	10.00	0.1	3.00
12345	18.3.26	0.5	10.00	0.1	3.00
12345	18.3.27	0.5	10.00	0.1	3.00
12345	18.3.28	0.5	10.00	0.1	3.00
12345	18.3.29	0.5	10.00	0.1	3.00
12345	18.3.30	0.5	10.00	0.1	3.00
12345	18.3.31	0.5	10.00	0.1	3.00
*
12345	18.4.1	0.5	10.00	0.1	3.00
12345	18.4.2	0.5	10.00	0.1	3.00
12345	18.4.3	0.5	10.00	0.1	3.00
12345	18.4.4	0.5	10.00	0.1	3.00
12345	18.4.5	0.5	10.00	0.1	3.00
12345	18.4.6	0.5	10.00	0.1	3.00
12345	18.4.7	0.5	10.00	0.1	3.00
12345	18.4.8	0.5	10.00	0.1	3.00
12345	18.4.9	0.5	10.00	0.1	3.00
12345	18.4.10	0.5	10.00	0.1	3.00
12345	18.4.11	0.5	10.00	0.1	3.00
12345	18.4.12	0.5	10.00	0.1	3.00
12345	18.4.13	0.5	10.00	0.1	3.00
12345	18.4.14	0.5	10.00	0.1	3.00
12345	18.4.15	0.5	10.00	0.1	3.00
12345	18.4.16	0.5	10.00	0.1	3.00
12345	18.4.17	0.5	10.00	0.1	3.00
12345	18.4.18	0.5	10.00	0.1	3.00
12345	18.4.19	0.5	10.00	0.1	3.00
12345	18.4.20	0.5	10.00	0.1	3.00
12345	18.4.21	0.5	10.00	0.1	3.00
12345	18.4.22	0.5	10.00	0.1	3.00
12345	18.4.23	0.5	10.00	0.1	3.00
12345	18.4.24	0.5	10.00	0.1	3.00
12345	18.4.25	0.5	10.00	0.1	3.00
12345	18.4.26	0.5	10.00	0.1	3.00
12345	18.4.27	0.5	10.00	0.1	3.00
12345	18.4.28	0.5	10.00	0.1	3.00
12345	18.4.29	0.5	10.00	0.1	3.00
12345	18.4.30	0.5	10.00	0.1	3.00
*
12345	18.5.1	0.5	10.00	0.1	3.00
12345	18.5.2	0.5	10.00	0.1	3.00
12345	18.5.3	0.5	10.00	0.1	3.00
12345	18.5.4	0.5	10.00	0.1	3.00
12345	18.5.5	0.5	10.00	0.1	3.00
12345	18.5.6	0.5	10.00	0.1	3.00
12345	18.5.7	0.5	10.00	0.1	3.00
12345	18.5.8	0.5	10.00	0.1	3.00
12345	18.5.9	0.5	10.00	0.1	3.00
12345	18.5.10	0.5	10.00	0.1	3.00
12345	18.5.11	0.5	10.00	0.1	3.00
12345	18.5.12	0.5	10.00	0.1	3.00
12345	18.5.13	0.5	10.00	0.1	3.00
12345	18.5.14	0.5	10.00	0.1	3.00
12345	18.5.15	0.5	10.00	0.1	3.00
12345	18.5.16	0.5	10.00	0.1	3.00
12345	18.5.17	0.5	10.00	0.1	3.00
12345	18.5.18	2.06	11.57	1.66	6.12
